"idP","nameP","nameType","uriAutor","nameAutor","uriMat","nameMat","uriTec","nameTec","noteP"
"13878","Nº 130","Cómoda","http://data.arxiuvalencia.eu/organization/12492","Mariner","https://data.arxiuvalencia.eu/vocabulary/c_13bf7c15","Madera","https://data.arxiuvalencia.eu/vocabulary/c_b0cce46b","Acabado","Cómoda de frente abombada, con marquetería y bronces. En su parte superior observamos un tablero de mármol de planta mixtilínea curva.. Destaca la decoración del cuerpo central mixtilíneo, con marquetería con motivos florales. El principal motivo decorativo está desarrollado por la aplicación línea de bronce, a modo de curva perimetral polilobulada. Presenta volutas y motivos florales en los puntos destacados. Análogos adornos decoran los tiradores. Los laterales repiten la parte principal de dicha decoraciónDestacan especialmente las esquinas frontales de la pieza. Su decoración metálica consiste en elementos florales y figurativos , probablemente repujados. La presencia de los bustos femeninos en la parte superior y los patronos generales remiten a una fórmula historicista, al de la Espagnolette, empleada en el barroco francés."
"13897","Nº 131","Mesa de centro","http://data.arxiuvalencia.eu/organization/12492","Mariner","https://data.arxiuvalencia.eu/vocabulary/c_13bf7c15","Madera","https://data.arxiuvalencia.eu/vocabulary/c_e449f6f9","Ensamblado","Mesa de centro de estilo historicista. Su planta rectangular aparece visiblemente matizada a través de las variadas curvas del tablero y las patas cabriolé incorporadas al faldón.El mencionado tablero está decorado por un borde perimetral policromado y moldurado. El faldón curvo cuenta con marquetería lineal escantillada. Los respectivos centros de todos sus lados forman círculos decorados de inspiración mitológica, con elementos florales, volutas y caras en relieve. Todas son aplicaciones de bronce repujado.Los soportes cabriolé también tienen abundante decoración de bronce, de inspiración mitológica. Dicha ornamentación destaca las curvas salientes superiores, así como las puntas exteriores de los pies."
"13897","Nº 131","Mesa de centro","http://data.arxiuvalencia.eu/organization/12492","Mariner","https://data.arxiuvalencia.eu/vocabulary/c_d97901a2","Bronce","https://data.arxiuvalencia.eu/vocabulary/c_b0cce46b","Acabado","Mesa de centro de estilo historicista. Su planta rectangular aparece visiblemente matizada a través de las variadas curvas del tablero y las patas cabriolé incorporadas al faldón.El mencionado tablero está decorado por un borde perimetral policromado y moldurado. El faldón curvo cuenta con marquetería lineal escantillada. Los respectivos centros de todos sus lados forman círculos decorados de inspiración mitológica, con elementos florales, volutas y caras en relieve. Todas son aplicaciones de bronce repujado.Los soportes cabriolé también tienen abundante decoración de bronce, de inspiración mitológica. Dicha ornamentación destaca las curvas salientes superiores, así como las puntas exteriores de los pies."
"13897","Nº 131","Mesa de centro","http://data.arxiuvalencia.eu/organization/12492","Mariner","https://data.arxiuvalencia.eu/vocabulary/c_13bf7c15","Madera","https://data.arxiuvalencia.eu/vocabulary/c_9422c511","Marquetería","Mesa de centro de estilo historicista. Su planta rectangular aparece visiblemente matizada a través de las variadas curvas del tablero y las patas cabriolé incorporadas al faldón.El mencionado tablero está decorado por un borde perimetral policromado y moldurado. El faldón curvo cuenta con marquetería lineal escantillada. Los respectivos centros de todos sus lados forman círculos decorados de inspiración mitológica, con elementos florales, volutas y caras en relieve. Todas son aplicaciones de bronce repujado.Los soportes cabriolé también tienen abundante decoración de bronce, de inspiración mitológica. Dicha ornamentación destaca las curvas salientes superiores, así como las puntas exteriores de los pies."
"13897","Nº 131","Mesa de centro","http://data.arxiuvalencia.eu/organization/12492","Mariner","https://data.arxiuvalencia.eu/vocabulary/c_13bf7c15","Madera","https://data.arxiuvalencia.eu/vocabulary/c_b0cce46b","Acabado","Mesa de centro de estilo historicista. Su planta rectangular aparece visiblemente matizada a través de las variadas curvas del tablero y las patas cabriolé incorporadas al faldón.El mencionado tablero está decorado por un borde perimetral policromado y moldurado. El faldón curvo cuenta con marquetería lineal escantillada. Los respectivos centros de todos sus lados forman círculos decorados de inspiración mitológica, con elementos florales, volutas y caras en relieve. Todas son aplicaciones de bronce repujado.Los soportes cabriolé también tienen abundante decoración de bronce, de inspiración mitológica. Dicha ornamentación destaca las curvas salientes superiores, así como las puntas exteriores de los pies."
"13897","Nº 131","Mesa de centro","http://data.arxiuvalencia.eu/organization/12492","Mariner","https://data.arxiuvalencia.eu/vocabulary/c_d97901a2","Bronce","https://data.arxiuvalencia.eu/vocabulary/c_e449f6f9","Ensamblado","Mesa de centro de estilo historicista. Su planta rectangular aparece visiblemente matizada a través de las variadas curvas del tablero y las patas cabriolé incorporadas al faldón.El mencionado tablero está decorado por un borde perimetral policromado y moldurado. El faldón curvo cuenta con marquetería lineal escantillada. Los respectivos centros de todos sus lados forman círculos decorados de inspiración mitológica, con elementos florales, volutas y caras en relieve. Todas son aplicaciones de bronce repujado.Los soportes cabriolé también tienen abundante decoración de bronce, de inspiración mitológica. Dicha ornamentación destaca las curvas salientes superiores, así como las puntas exteriores de los pies."
"13897","Nº 131","Mesa de centro","http://data.arxiuvalencia.eu/organization/12492","Mariner","https://data.arxiuvalencia.eu/vocabulary/c_d97901a2","Bronce","https://data.arxiuvalencia.eu/vocabulary/c_9422c511","Marquetería","Mesa de centro de estilo historicista. Su planta rectangular aparece visiblemente matizada a través de las variadas curvas del tablero y las patas cabriolé incorporadas al faldón.El mencionado tablero está decorado por un borde perimetral policromado y moldurado. El faldón curvo cuenta con marquetería lineal escantillada. Los respectivos centros de todos sus lados forman círculos decorados de inspiración mitológica, con elementos florales, volutas y caras en relieve. Todas son aplicaciones de bronce repujado.Los soportes cabriolé también tienen abundante decoración de bronce, de inspiración mitológica. Dicha ornamentación destaca las curvas salientes superiores, así como las puntas exteriores de los pies."
"13901","Nº 133","Cómoda","http://data.arxiuvalencia.eu/organization/12492","Mariner","https://data.arxiuvalencia.eu/vocabulary/c_d97901a2","Bronce","https://data.arxiuvalencia.eu/vocabulary/c_9422c511","Marquetería","Cómoda de planta trapezoidal y perfil mixtilíneo. Está rematada por un tablero de mármol oscuro veteado, con sinuoso perfil curvo. Está articulada en dos registros horizontales. El superior está decorado con marquetería geométrica lineal. El inferior y mucho más amplio presenta zonas de marquetería floral y profusa decoración geométrica y figurativa realizada a través de aplicaciones de bronce repujado. Los laterales cuentan con centros decorativos del mismo material. Destacan las patas incorporados a lo largo de las esquinas a modo de medias pilastras adosadas. Estos elementos siguen la forma cabriolé enriqueciendo con volutas en la parte inferior y con atlantes en la superior. Sus caras cuentan con decoración tallada adicional del tipo de la hoja de acanto. Apoyan sobre cuatro pies con forma de pezuña, profusamente talladas e incorporados al faldón curvo mixtilíneo. La parte central de este también está decorada con una aplicación en forma de motivos florales sinuosos con concha venera en el centro."
"13901","Nº 133","Cómoda","http://data.arxiuvalencia.eu/organization/12492","Mariner","https://data.arxiuvalencia.eu/vocabulary/c_13bf7c15","Madera","https://data.arxiuvalencia.eu/vocabulary/c_9422c511","Marquetería","Cómoda de planta trapezoidal y perfil mixtilíneo. Está rematada por un tablero de mármol oscuro veteado, con sinuoso perfil curvo. Está articulada en dos registros horizontales. El superior está decorado con marquetería geométrica lineal. El inferior y mucho más amplio presenta zonas de marquetería floral y profusa decoración geométrica y figurativa realizada a través de aplicaciones de bronce repujado. Los laterales cuentan con centros decorativos del mismo material. Destacan las patas incorporados a lo largo de las esquinas a modo de medias pilastras adosadas. Estos elementos siguen la forma cabriolé enriqueciendo con volutas en la parte inferior y con atlantes en la superior. Sus caras cuentan con decoración tallada adicional del tipo de la hoja de acanto. Apoyan sobre cuatro pies con forma de pezuña, profusamente talladas e incorporados al faldón curvo mixtilíneo. La parte central de este también está decorada con una aplicación en forma de motivos florales sinuosos con concha venera en el centro."
"13904","Nº 134","Cómoda","http://data.arxiuvalencia.eu/organization/12492","Mariner","https://data.arxiuvalencia.eu/vocabulary/c_d97901a2","Bronce","https://data.arxiuvalencia.eu/vocabulary/c_e449f6f9","Ensamblado","Cómoda de planta rectangular sobre patas cabriolé.Está articulada por medio de tres cajones superpuestos. Así la decoración de la fachada plana incluye tres registros horizontales. El cajón superior despliega una aplicación de bronce con patrón geométrico del tipo Guilloquis.Tiene tiradores circular del mismo material.Los dos cajones inferiores muestran aplicaciones de bronce perimetrales, que desarrollan en relieve la guirnalda o festón clásicos. Sus tiradores son anulares.Un tablero de mármol remata la pieza. Los soportes forman una única pieza con el faldón curvo, análogamente decorado. Otra decoración destacada, con elementos florales, está ubicada en las aristas de las patas y en las puntas de los pies. La más significativa ornamentación decora las esquinas superiores, en la forma de ménsulas de bronce con volutas."
"13904","Nº 134","Cómoda","http://data.arxiuvalencia.eu/organization/12492","Mariner","https://data.arxiuvalencia.eu/vocabulary/c_13bf7c15","Madera","https://data.arxiuvalencia.eu/vocabulary/c_9422c511","Marquetería","Cómoda de planta rectangular sobre patas cabriolé.Está articulada por medio de tres cajones superpuestos. Así la decoración de la fachada plana incluye tres registros horizontales. El cajón superior despliega una aplicación de bronce con patrón geométrico del tipo Guilloquis.Tiene tiradores circular del mismo material.Los dos cajones inferiores muestran aplicaciones de bronce perimetrales, que desarrollan en relieve la guirnalda o festón clásicos. Sus tiradores son anulares.Un tablero de mármol remata la pieza. Los soportes forman una única pieza con el faldón curvo, análogamente decorado. Otra decoración destacada, con elementos florales, está ubicada en las aristas de las patas y en las puntas de los pies. La más significativa ornamentación decora las esquinas superiores, en la forma de ménsulas de bronce con volutas."
"13904","Nº 134","Cómoda","http://data.arxiuvalencia.eu/organization/12492","Mariner","https://data.arxiuvalencia.eu/vocabulary/c_13bf7c15","Madera","https://data.arxiuvalencia.eu/vocabulary/c_e449f6f9","Ensamblado","Cómoda de planta rectangular sobre patas cabriolé.Está articulada por medio de tres cajones superpuestos. Así la decoración de la fachada plana incluye tres registros horizontales. El cajón superior despliega una aplicación de bronce con patrón geométrico del tipo Guilloquis.Tiene tiradores circular del mismo material.Los dos cajones inferiores muestran aplicaciones de bronce perimetrales, que desarrollan en relieve la guirnalda o festón clásicos. Sus tiradores son anulares.Un tablero de mármol remata la pieza. Los soportes forman una única pieza con el faldón curvo, análogamente decorado. Otra decoración destacada, con elementos florales, está ubicada en las aristas de las patas y en las puntas de los pies. La más significativa ornamentación decora las esquinas superiores, en la forma de ménsulas de bronce con volutas."
"13904","Nº 134","Cómoda","http://data.arxiuvalencia.eu/organization/12492","Mariner","https://data.arxiuvalencia.eu/vocabulary/c_d97901a2","Bronce","https://data.arxiuvalencia.eu/vocabulary/c_9422c511","Marquetería","Cómoda de planta rectangular sobre patas cabriolé.Está articulada por medio de tres cajones superpuestos. Así la decoración de la fachada plana incluye tres registros horizontales. El cajón superior despliega una aplicación de bronce con patrón geométrico del tipo Guilloquis.Tiene tiradores circular del mismo material.Los dos cajones inferiores muestran aplicaciones de bronce perimetrales, que desarrollan en relieve la guirnalda o festón clásicos. Sus tiradores son anulares.Un tablero de mármol remata la pieza. Los soportes forman una única pieza con el faldón curvo, análogamente decorado. Otra decoración destacada, con elementos florales, está ubicada en las aristas de las patas y en las puntas de los pies. La más significativa ornamentación decora las esquinas superiores, en la forma de ménsulas de bronce con volutas."
"13909","Nº 136","Cabinet","http://data.arxiuvalencia.eu/organization/12492","Mariner","https://data.arxiuvalencia.eu/vocabulary/c_d97901a2","Bronce","https://data.arxiuvalencia.eu/vocabulary/c_e449f6f9","Ensamblado","Cabinet sobre mesa con patas torneadas y fiadores historicistas. El cuerpo superior, desmontable o exento, está articulado en tres cuerpos verticales. Los laterales forman una serie de cajones con marquetería y paños de las llaves de bronce repujado. El cuerpo central presenta motivos arquitectónicos, como las columnillas y el podium marqueteados y el frontón escalonado, así como aplicaciones de bronce en la forma de lacerías y temas religiosos o mitológicos.Destaca el ático o friso con barandilla con filigrana y cuerpo central con copete curvo tripartito. Tanto este copete como la barandilla están decorados con figuras talladas y bañadas en metal y marquetería figurativa. El mueble descansa sobre cuatro pies de cebolla, coronados por garras metálicas, debajo de un zócalo con voladura moldeada. Dichos pies, fijos o desmontables, apoyan sobre el tablero de la mesa, con borde marqueteado. La mesa de tablero rectangular y patas torneadas extendidas cuenta también con chambranas y dos fiadores probablemente forjados."
"13909","Nº 136","Cabinet","http://data.arxiuvalencia.eu/organization/12492","Mariner","https://data.arxiuvalencia.eu/vocabulary/c_13bf7c15","Madera","https://data.arxiuvalencia.eu/vocabulary/c_e449f6f9","Ensamblado","Cabinet sobre mesa con patas torneadas y fiadores historicistas. El cuerpo superior, desmontable o exento, está articulado en tres cuerpos verticales. Los laterales forman una serie de cajones con marquetería y paños de las llaves de bronce repujado. El cuerpo central presenta motivos arquitectónicos, como las columnillas y el podium marqueteados y el frontón escalonado, así como aplicaciones de bronce en la forma de lacerías y temas religiosos o mitológicos.Destaca el ático o friso con barandilla con filigrana y cuerpo central con copete curvo tripartito. Tanto este copete como la barandilla están decorados con figuras talladas y bañadas en metal y marquetería figurativa. El mueble descansa sobre cuatro pies de cebolla, coronados por garras metálicas, debajo de un zócalo con voladura moldeada. Dichos pies, fijos o desmontables, apoyan sobre el tablero de la mesa, con borde marqueteado. La mesa de tablero rectangular y patas torneadas extendidas cuenta también con chambranas y dos fiadores probablemente forjados."
"13909","Nº 136","Cabinet","http://data.arxiuvalencia.eu/organization/12492","Mariner","https://data.arxiuvalencia.eu/vocabulary/c_13bf7c15","Madera","https://data.arxiuvalencia.eu/vocabulary/c_9422c511","Marquetería","Cabinet sobre mesa con patas torneadas y fiadores historicistas. El cuerpo superior, desmontable o exento, está articulado en tres cuerpos verticales. Los laterales forman una serie de cajones con marquetería y paños de las llaves de bronce repujado. El cuerpo central presenta motivos arquitectónicos, como las columnillas y el podium marqueteados y el frontón escalonado, así como aplicaciones de bronce en la forma de lacerías y temas religiosos o mitológicos.Destaca el ático o friso con barandilla con filigrana y cuerpo central con copete curvo tripartito. Tanto este copete como la barandilla están decorados con figuras talladas y bañadas en metal y marquetería figurativa. El mueble descansa sobre cuatro pies de cebolla, coronados por garras metálicas, debajo de un zócalo con voladura moldeada. Dichos pies, fijos o desmontables, apoyan sobre el tablero de la mesa, con borde marqueteado. La mesa de tablero rectangular y patas torneadas extendidas cuenta también con chambranas y dos fiadores probablemente forjados."
"13909","Nº 136","Cabinet","http://data.arxiuvalencia.eu/organization/12492","Mariner","https://data.arxiuvalencia.eu/vocabulary/c_d97901a2","Bronce","https://data.arxiuvalencia.eu/vocabulary/c_9422c511","Marquetería","Cabinet sobre mesa con patas torneadas y fiadores historicistas. El cuerpo superior, desmontable o exento, está articulado en tres cuerpos verticales. Los laterales forman una serie de cajones con marquetería y paños de las llaves de bronce repujado. El cuerpo central presenta motivos arquitectónicos, como las columnillas y el podium marqueteados y el frontón escalonado, así como aplicaciones de bronce en la forma de lacerías y temas religiosos o mitológicos.Destaca el ático o friso con barandilla con filigrana y cuerpo central con copete curvo tripartito. Tanto este copete como la barandilla están decorados con figuras talladas y bañadas en metal y marquetería figurativa. El mueble descansa sobre cuatro pies de cebolla, coronados por garras metálicas, debajo de un zócalo con voladura moldeada. Dichos pies, fijos o desmontables, apoyan sobre el tablero de la mesa, con borde marqueteado. La mesa de tablero rectangular y patas torneadas extendidas cuenta también con chambranas y dos fiadores probablemente forjados."
"13909","Nº 136","Cabinet","http://data.arxiuvalencia.eu/organization/12492","Mariner","https://data.arxiuvalencia.eu/vocabulary/c_13bf7c15","Madera","https://data.arxiuvalencia.eu/vocabulary/c_54e6a097","Torneado","Cabinet sobre mesa con patas torneadas y fiadores historicistas. El cuerpo superior, desmontable o exento, está articulado en tres cuerpos verticales. Los laterales forman una serie de cajones con marquetería y paños de las llaves de bronce repujado. El cuerpo central presenta motivos arquitectónicos, como las columnillas y el podium marqueteados y el frontón escalonado, así como aplicaciones de bronce en la forma de lacerías y temas religiosos o mitológicos.Destaca el ático o friso con barandilla con filigrana y cuerpo central con copete curvo tripartito. Tanto este copete como la barandilla están decorados con figuras talladas y bañadas en metal y marquetería figurativa. El mueble descansa sobre cuatro pies de cebolla, coronados por garras metálicas, debajo de un zócalo con voladura moldeada. Dichos pies, fijos o desmontables, apoyan sobre el tablero de la mesa, con borde marqueteado. La mesa de tablero rectangular y patas torneadas extendidas cuenta también con chambranas y dos fiadores probablemente forjados."
"13909","Nº 136","Cabinet","http://data.arxiuvalencia.eu/organization/12492","Mariner","https://data.arxiuvalencia.eu/vocabulary/c_d97901a2","Bronce","https://data.arxiuvalencia.eu/vocabulary/c_54e6a097","Torneado","Cabinet sobre mesa con patas torneadas y fiadores historicistas. El cuerpo superior, desmontable o exento, está articulado en tres cuerpos verticales. Los laterales forman una serie de cajones con marquetería y paños de las llaves de bronce repujado. El cuerpo central presenta motivos arquitectónicos, como las columnillas y el podium marqueteados y el frontón escalonado, así como aplicaciones de bronce en la forma de lacerías y temas religiosos o mitológicos.Destaca el ático o friso con barandilla con filigrana y cuerpo central con copete curvo tripartito. Tanto este copete como la barandilla están decorados con figuras talladas y bañadas en metal y marquetería figurativa. El mueble descansa sobre cuatro pies de cebolla, coronados por garras metálicas, debajo de un zócalo con voladura moldeada. Dichos pies, fijos o desmontables, apoyan sobre el tablero de la mesa, con borde marqueteado. La mesa de tablero rectangular y patas torneadas extendidas cuenta también con chambranas y dos fiadores probablemente forjados."
"13909","Nº 136","Cabinet","http://data.arxiuvalencia.eu/organization/12492","Mariner","https://data.arxiuvalencia.eu/vocabulary/c_d97901a2","Bronce","https://data.arxiuvalencia.eu/vocabulary/c_b0cce46b","Acabado","Cabinet sobre mesa con patas torneadas y fiadores historicistas. El cuerpo superior, desmontable o exento, está articulado en tres cuerpos verticales. Los laterales forman una serie de cajones con marquetería y paños de las llaves de bronce repujado. El cuerpo central presenta motivos arquitectónicos, como las columnillas y el podium marqueteados y el frontón escalonado, así como aplicaciones de bronce en la forma de lacerías y temas religiosos o mitológicos.Destaca el ático o friso con barandilla con filigrana y cuerpo central con copete curvo tripartito. Tanto este copete como la barandilla están decorados con figuras talladas y bañadas en metal y marquetería figurativa. El mueble descansa sobre cuatro pies de cebolla, coronados por garras metálicas, debajo de un zócalo con voladura moldeada. Dichos pies, fijos o desmontables, apoyan sobre el tablero de la mesa, con borde marqueteado. La mesa de tablero rectangular y patas torneadas extendidas cuenta también con chambranas y dos fiadores probablemente forjados."
"13909","Nº 136","Cabinet","http://data.arxiuvalencia.eu/organization/12492","Mariner","https://data.arxiuvalencia.eu/vocabulary/c_13bf7c15","Madera","https://data.arxiuvalencia.eu/vocabulary/c_b0cce46b","Acabado","Cabinet sobre mesa con patas torneadas y fiadores historicistas. El cuerpo superior, desmontable o exento, está articulado en tres cuerpos verticales. Los laterales forman una serie de cajones con marquetería y paños de las llaves de bronce repujado. El cuerpo central presenta motivos arquitectónicos, como las columnillas y el podium marqueteados y el frontón escalonado, así como aplicaciones de bronce en la forma de lacerías y temas religiosos o mitológicos.Destaca el ático o friso con barandilla con filigrana y cuerpo central con copete curvo tripartito. Tanto este copete como la barandilla están decorados con figuras talladas y bañadas en metal y marquetería figurativa. El mueble descansa sobre cuatro pies de cebolla, coronados por garras metálicas, debajo de un zócalo con voladura moldeada. Dichos pies, fijos o desmontables, apoyan sobre el tablero de la mesa, con borde marqueteado. La mesa de tablero rectangular y patas torneadas extendidas cuenta también con chambranas y dos fiadores probablemente forjados."
"13911","Nº 137-138","Cajonera","http://data.arxiuvalencia.eu/organization/12492","Mariner","https://data.arxiuvalencia.eu/vocabulary/c_13bf7c15","Madera","https://data.arxiuvalencia.eu/vocabulary/c_e449f6f9","Ensamblado","Cajonería de frente abombada, con aplicaciones de bronces. En su parte superior observamos un tablero móvil de planta mixtilínea curva. La fachada está decorada en función de la  falsa articulación, que imita tres cajones superpuestos, con tiradores de bronce forjado y paños de las cerraduras del mismo metal. El zócalo curvo presenta un motivo decorativo sinuoso análogo, realizado por medio de la aplicación de bronzeDestacan los montantes curvos, a modo de patas cabriolé empotrados. Sus curvas aparecen ornamentadas con elementos florales del mismo material Los mismos motivos, afines al acanto, cubren los pies. , La vista de la pieza abierta muestra el interior tras la apertura de la puerta frontal, correspondiente al cajón falso, y del tablero móvil. Observamos paredes de cristal reflejante y una cajonera decorativa, rematada con lacería perimetral."
"13911","Nº 137-138","Cajonera","http://data.arxiuvalencia.eu/organization/12492","Mariner","https://data.arxiuvalencia.eu/vocabulary/c_d97901a2","Bronce","https://data.arxiuvalencia.eu/vocabulary/c_e449f6f9","Ensamblado","Cajonería de frente abombada, con aplicaciones de bronces. En su parte superior observamos un tablero móvil de planta mixtilínea curva. La fachada está decorada en función de la  falsa articulación, que imita tres cajones superpuestos, con tiradores de bronce forjado y paños de las cerraduras del mismo metal. El zócalo curvo presenta un motivo decorativo sinuoso análogo, realizado por medio de la aplicación de bronzeDestacan los montantes curvos, a modo de patas cabriolé empotrados. Sus curvas aparecen ornamentadas con elementos florales del mismo material Los mismos motivos, afines al acanto, cubren los pies. , La vista de la pieza abierta muestra el interior tras la apertura de la puerta frontal, correspondiente al cajón falso, y del tablero móvil. Observamos paredes de cristal reflejante y una cajonera decorativa, rematada con lacería perimetral."
"13915","Nº 139","Escritorio","http://data.arxiuvalencia.eu/organization/12492","Mariner","https://data.arxiuvalencia.eu/vocabulary/c_13bf7c15","Madera","https://data.arxiuvalencia.eu/vocabulary/c_b0cce46b","Acabado","Mesa escritorio de tablero mixtilíneo.Descansa sobre cuatro patas cabriolé que forman una única pieza con el tambor curvo. Este tambor articula el cuerpo con los cajones en tres partes, la del cajón central retranqueada. Así el tablero adquiere su forma mixtilínea con esquina se redondeadas. La decoración subraya la articulación y destaca partes principales como las curvas de las patas y los pies. Allí observamos aplicaciones de bronce con motivos florales y figurativos, correspondiendo las caras mitológicas a la base de los cajones. Otros motivos metálicos subrayan el cajón central, con una cara mitológica y cintas. Los cajones laterales presentan marqueterías con con sinuosos motivos vegetales.  Sus tiradores repiten los mismos motivos. La decoración de los laterales del tambor sintoniza con el borde metálico decorado del tablero y el ornamento del cajon central."
"13915","Nº 139","Escritorio","http://data.arxiuvalencia.eu/organization/12492","Mariner","https://data.arxiuvalencia.eu/vocabulary/c_d97901a2","Bronce","https://data.arxiuvalencia.eu/vocabulary/c_9422c511","Marquetería","Mesa escritorio de tablero mixtilíneo.Descansa sobre cuatro patas cabriolé que forman una única pieza con el tambor curvo. Este tambor articula el cuerpo con los cajones en tres partes, la del cajón central retranqueada. Así el tablero adquiere su forma mixtilínea con esquina se redondeadas. La decoración subraya la articulación y destaca partes principales como las curvas de las patas y los pies. Allí observamos aplicaciones de bronce con motivos florales y figurativos, correspondiendo las caras mitológicas a la base de los cajones. Otros motivos metálicos subrayan el cajón central, con una cara mitológica y cintas. Los cajones laterales presentan marqueterías con con sinuosos motivos vegetales.  Sus tiradores repiten los mismos motivos. La decoración de los laterales del tambor sintoniza con el borde metálico decorado del tablero y el ornamento del cajon central."
"13915","Nº 139","Escritorio","http://data.arxiuvalencia.eu/organization/12492","Mariner","https://data.arxiuvalencia.eu/vocabulary/c_d97901a2","Bronce","https://data.arxiuvalencia.eu/vocabulary/c_b0cce46b","Acabado","Mesa escritorio de tablero mixtilíneo.Descansa sobre cuatro patas cabriolé que forman una única pieza con el tambor curvo. Este tambor articula el cuerpo con los cajones en tres partes, la del cajón central retranqueada. Así el tablero adquiere su forma mixtilínea con esquina se redondeadas. La decoración subraya la articulación y destaca partes principales como las curvas de las patas y los pies. Allí observamos aplicaciones de bronce con motivos florales y figurativos, correspondiendo las caras mitológicas a la base de los cajones. Otros motivos metálicos subrayan el cajón central, con una cara mitológica y cintas. Los cajones laterales presentan marqueterías con con sinuosos motivos vegetales.  Sus tiradores repiten los mismos motivos. La decoración de los laterales del tambor sintoniza con el borde metálico decorado del tablero y el ornamento del cajon central."
"13915","Nº 139","Escritorio","http://data.arxiuvalencia.eu/organization/12492","Mariner","https://data.arxiuvalencia.eu/vocabulary/c_13bf7c15","Madera","https://data.arxiuvalencia.eu/vocabulary/c_9422c511","Marquetería","Mesa escritorio de tablero mixtilíneo.Descansa sobre cuatro patas cabriolé que forman una única pieza con el tambor curvo. Este tambor articula el cuerpo con los cajones en tres partes, la del cajón central retranqueada. Así el tablero adquiere su forma mixtilínea con esquina se redondeadas. La decoración subraya la articulación y destaca partes principales como las curvas de las patas y los pies. Allí observamos aplicaciones de bronce con motivos florales y figurativos, correspondiendo las caras mitológicas a la base de los cajones. Otros motivos metálicos subrayan el cajón central, con una cara mitológica y cintas. Los cajones laterales presentan marqueterías con con sinuosos motivos vegetales.  Sus tiradores repiten los mismos motivos. La decoración de los laterales del tambor sintoniza con el borde metálico decorado del tablero y el ornamento del cajon central."
"13917","Nº 140","Librería vitrina","http://data.arxiuvalencia.eu/organization/12492","Mariner","https://data.arxiuvalencia.eu/vocabulary/c_13bf7c15","Madera","https://data.arxiuvalencia.eu/vocabulary/c_ca740909","Barnizado","Librería vitrina tripartita, con laterales retranqueados.Los tres cuerpos verticales tienen amplias puertas acristaladas  La parte superior del cuerpo acristalado traza tres arcos con laterales conopiales. Los tres cuerpos están divididos por molduras a modo de columnas empotradas, rematadas por elementos figurativos bronzeadas y decorados por elementos metálicos sinuosos. El cristal está perimetrado por elementos decorativos con análogas volutas.Horizontalmente, la pieza está articulada en tres registros desiguales, el central correspondiente a las puertas acristaladas. El inferior forma tres zócalos, los laterales curvos, el central polilobulados, que albergan tres cajones. Están decorados con marquetería y una aplicación metálica con motivo floral clásico, en el caso del central. Los cajones laterales cuentan tan solo con paños de las cerraduras y parejas de tiradores circulares. Los zócalos integran seis pies con formas cabriolé.El registro superior representa un entablamento clásico, con friso marqueteado y con aplicaciones central con forma solar, así como con una cornisa en voladura."
"13917","Nº 140","Librería vitrina","http://data.arxiuvalencia.eu/organization/12492","Mariner","https://data.arxiuvalencia.eu/vocabulary/c_d97901a2","Bronce","https://data.arxiuvalencia.eu/vocabulary/c_ca740909","Barnizado","Librería vitrina tripartita, con laterales retranqueados.Los tres cuerpos verticales tienen amplias puertas acristaladas  La parte superior del cuerpo acristalado traza tres arcos con laterales conopiales. Los tres cuerpos están divididos por molduras a modo de columnas empotradas, rematadas por elementos figurativos bronzeadas y decorados por elementos metálicos sinuosos. El cristal está perimetrado por elementos decorativos con análogas volutas.Horizontalmente, la pieza está articulada en tres registros desiguales, el central correspondiente a las puertas acristaladas. El inferior forma tres zócalos, los laterales curvos, el central polilobulados, que albergan tres cajones. Están decorados con marquetería y una aplicación metálica con motivo floral clásico, en el caso del central. Los cajones laterales cuentan tan solo con paños de las cerraduras y parejas de tiradores circulares. Los zócalos integran seis pies con formas cabriolé.El registro superior representa un entablamento clásico, con friso marqueteado y con aplicaciones central con forma solar, así como con una cornisa en voladura."
"13917","Nº 140","Librería vitrina","http://data.arxiuvalencia.eu/organization/12492","Mariner","https://data.arxiuvalencia.eu/vocabulary/c_b7fec8bc","Vidrio","https://data.arxiuvalencia.eu/vocabulary/c_ca740909","Barnizado","Librería vitrina tripartita, con laterales retranqueados.Los tres cuerpos verticales tienen amplias puertas acristaladas  La parte superior del cuerpo acristalado traza tres arcos con laterales conopiales. Los tres cuerpos están divididos por molduras a modo de columnas empotradas, rematadas por elementos figurativos bronzeadas y decorados por elementos metálicos sinuosos. El cristal está perimetrado por elementos decorativos con análogas volutas.Horizontalmente, la pieza está articulada en tres registros desiguales, el central correspondiente a las puertas acristaladas. El inferior forma tres zócalos, los laterales curvos, el central polilobulados, que albergan tres cajones. Están decorados con marquetería y una aplicación metálica con motivo floral clásico, en el caso del central. Los cajones laterales cuentan tan solo con paños de las cerraduras y parejas de tiradores circulares. Los zócalos integran seis pies con formas cabriolé.El registro superior representa un entablamento clásico, con friso marqueteado y con aplicaciones central con forma solar, así como con una cornisa en voladura."
